unit,state,unit_fe,group,g,year,year_fe,treat,rel_year,rel_year_binned,error,te,te_dynamic,dep_var,weight
2,39,6.577668032,Group 3,0,2006,-1.065706647,FALSE,Inf,Inf,0.286995955,0,0,5.798957339,0.676151216
2,39,6.577668032,Group 3,0,2007,0.325257991,FALSE,Inf,Inf,2.831601565,0,0,9.734527588,0.676151216
2,39,6.577668032,Group 3,0,2008,0.876718862,FALSE,Inf,Inf,0.661336181,0,0,8.115723075,0.676151216
2,39,6.577668032,Group 3,0,2009,-1.239809822,FALSE,Inf,Inf,-1.387698765,0,0,3.950159445,0.676151216
2,39,6.577668032,Group 3,0,2010,-1.331355205,FALSE,Inf,Inf,0.39435444,0,0,5.640667267,0.676151216
2,39,6.577668032,Group 3,0,2011,-0.156328927,FALSE,Inf,Inf,0.289525788,0,0,6.710864893,0.676151216
2,39,6.577668032,Group 3,0,2012,-0.263671316,FALSE,Inf,Inf,0.581174914,0,0,6.89517163,0.676151216
2,39,6.577668032,Group 3,0,2013,0.955528813,FALSE,Inf,Inf,-1.966114146,0,0,5.567082699,0.676151216
2,39,6.577668032,Group 3,0,2014,0.712771022,FALSE,Inf,Inf,0.091874979,0,0,7.382314032,0.676151216
2,39,6.577668032,Group 3,0,2015,-1.157640508,FALSE,Inf,Inf,-0.526990589,0,0,4.893036935,0.676151216
2,39,6.577668032,Group 3,0,2016,-1.066574868,FALSE,Inf,Inf,0.621879543,0,0,6.132972706,0.676151216
2,39,6.577668032,Group 3,0,2017,-2.40358367,FALSE,Inf,Inf,0.776015338,0,0,4.950099699,0.676151216
2,39,6.577668032,Group 3,0,2018,0.537261203,FALSE,Inf,Inf,0.475520374,0,0,7.590449609,0.676151216
2,39,6.577668032,Group 3,0,2019,0.524228264,FALSE,Inf,Inf,-1.755374603,0,0,5.346521692,0.676151216
2,39,6.577668032,Group 3,0,2020,1.490356025,FALSE,Inf,Inf,-1.540903072,0,0,6.527120984,0.676151216
3,1,-0.511444696,Group 1,2000,1990,0.091225075,FALSE,-10,-6,-0.412659988,0,0,-0.832879609,0.77460891
3,1,-0.511444696,Group 1,2000,1991,1.175544811,FALSE,-9,-6,-0.792490221,0,0,-0.128390106,0.77460891
3,1,-0.511444696,Group 1,2000,1992,1.888682,FALSE,-8,-6,0.373446578,0,0,1.750683883,0.77460891
3,1,-0.511444696,Group 1,2000,1993,0.729266681,FALSE,-7,-6,0.046460932,0,0,0.264282916,0.77460891
3,1,-0.511444696,Group 1,2000,1994,-1.448553326,FALSE,-6,-6,1.642420455,0,0,-0.317577567,0.77460891
3,1,-0.511444696,Group 1,2000,1995,-0.273870081,FALSE,-5,-5,-0.171833127,0,0,-0.957147904,0.77460891
3,1,-0.511444696,Group 1,2000,1996,0.939126145,FALSE,-4,-4,-0.290994201,0,0,0.136687248,0.77460891
3,1,-0.511444696,Group 1,2000,1997,-1.207087687,FALSE,-3,-3,-1.592996024,0,0,-3.311528407,0.77460891
3,1,-0.511444696,Group 1,2000,1998,1.077666119,FALSE,-2,-2,-1.139126977,0,0,-0.572905555,0.77460891
3,1,-0.511444696,Group 1,2000,1999,0.900208885,FALSE,-1,-1,-0.616092079,0,0,-0.22732789,0.77460891
3,1,-0.511444696,Group 1,2000,2000,1.046529751,TRUE,0,0,0.281310765,2,0,2.816395821,0.77460891
3,1,-0.511444696,Group 1,2000,2001,-0.088519216,TRUE,1,1,0.869039188,2,0,2.269075276,0.77460891
3,1,-0.511444696,Group 1,2000,2002,0.056626191,TRUE,2,2,0.396467902,2,0,1.941649398,0.77460891
3,1,-0.511444696,Group 1,2000,2003,-0.966818915,TRUE,3,3,-0.380921292,2,0,0.140815096,0.77460891
3,1,-0.511444696,Group 1,2000,2004,0.499308185,TRUE,4,4,-0.142715418,2,0,1.845148071,0.77460891
3,1,-0.511444696,Group 1,2000,2005,-0.704566258,TRUE,5,5,1.278883587,2,0,2.062872633,0.77460891
3,1,-0.511444696,Group 1,2000,2006,-0.368418774,TRUE,6,6,0.68226138,2,0,1.80239791,0.77460891
3,1,-0.511444696,Group 1,2000,2007,0.941305725,TRUE,7,6,-0.805937893,2,0,1.623923137,0.77460891
3,1,-0.511444696,Group 1,2000,2008,-0.394435761,TRUE,8,6,0.528867853,2,0,1.622987396,0.77460891
3,1,-0.511444696,Group 1,2000,2009,-2.404355147,TRUE,9,6,-0.955900673,2,0,-1.871700516,0.77460891
3,1,-0.511444696,Group 1,2000,2010,0.385328479,TRUE,10,6,1.525702317,2,0,3.3995861,0.77460891
3,1,-0.511444696,Group 1,2000,2011,-1.344696958,TRUE,11,6,1.907700933,2,0,2.051559278,0.77460891
3,1,-0.511444696,Group 1,2000,2012,1.117096018,TRUE,12,6,1.384690098,2,0,3.99034142,0.77460891
3,1,-0.511444696,Group 1,2000,2013,0.500539312,TRUE,13,6,1.444496631,2,0,3.433591247,0.77460891
3,1,-0.511444696,Group 1,2000,2014,-0.818429512,TRUE,14,6,0.638946539,2,0,1.309072331,0.77460891
3,1,-0.511444696,Group 1,2000,2015,0.21149883,TRUE,15,6,0.635787714,2,0,2.335841849,0.77460891
3,1,-0.511444696,Group 1,2000,2016,0.931109639,TRUE,16,6,1.708666318,2,0,4.128331261,0.77460891
3,1,-0.511444696,Group 1,2000,2017,0.741241315,TRUE,17,6,0.147880299,2,0,2.377676918,0.77460891
3,1,-0.511444696,Group 1,2000,2018,0.364397371,TRUE,18,6,1.129916434,2,0,2.982869109,0.77460891
3,1,-0.511444696,Group 1,2000,2019,-1.102419115,TRUE,19,6,2.341183098,2,0,2.727319286,0.77460891
3,1,-0.511444696,Group 1,2000,2020,0.96546225,TRUE,20,6,0.830029415,2,0,3.284046969,0.77460891
4,34,5.375968334,Group 3,0,1990,-0.169317739,FALSE,Inf,Inf,0.706367454,0,0,5.913018049,0.158286999
4,34,5.375968334,Group 3,0,1991,1.640679519,FALSE,Inf,Inf,-0.292752435,0,0,6.723895418,0.158286999
4,34,5.375968334,Group 3,0,1992,2.387322781,FALSE,Inf,Inf,0.927487022,0,0,8.690778137,0.158286999
4,34,5.375968334,Group 3,0,1993,-1.18712412,FALSE,Inf,Inf,0.304667696,0,0,4.493511909,0.158286999
4,34,5.375968334,Group 3,0,1994,1.34549459,FALSE,Inf,Inf,-1.576527012,0,0,5.144935912,0.158286999
4,34,5.375968334,Group 3,0,1995,-0.577448668,FALSE,Inf,Inf,1.164472239,0,0,5.962991905,0.158286999
4,34,5.375968334,Group 3,0,1996,0.480191224,FALSE,Inf,Inf,0.404078391,0,0,6.260237948,0.158286999
4,34,5.375968334,Group 3,0,1997,0.911038526,FALSE,Inf,Inf,-0.303567626,0,0,5.983439234,0.158286999
4,34,5.375968334,Group 3,0,1998,0.704293095,FALSE,Inf,Inf,-0.277170712,0,0,5.803090717,0.158286999
4,34,5.375968334,Group 3,0,1999,0.171801906,FALSE,Inf,Inf,-0.585352511,0,0,4.962417728,0.158286999
4,34,5.375968334,Group 3,0,2000,-0.697509156,FALSE,Inf,Inf,-1.169637845,0,0,3.508821332,0.158286999
4,34,5.375968334,Group 3,0,2001,0.023503098,FALSE,Inf,Inf,0.097341139,0,0,5.496812571,0.158286999
4,34,5.375968334,Group 3,0,2002,-0.632199019,FALSE,Inf,Inf,0.815823709,0,0,5.559593024,0.158286999
4,34,5.375968334,Group 3,0,2003,1.728159905,FALSE,Inf,Inf,0.32487746,0,0,7.429005699,0.158286999
4,34,5.375968334,Group 3,0,2004,-0.097724221,FALSE,Inf,Inf,-0.593705991,0,0,4.684538121,0.158286999
4,34,5.375968334,Group 3,0,2005,1.422886538,FALSE,Inf,Inf,0.591163506,0,0,7.390018377,0.158286999
4,34,5.375968334,Group 3,0,2006,-1.425779855,FALSE,Inf,Inf,-0.751417006,0,0,3.198771473,0.158286999
4,34,5.375968334,Group 3,0,2007,1.011402932,FALSE,Inf,Inf,1.256902287,0,0,7.644273553,0.158286999
4,34,5.375968334,Group 3,0,2008,0.142680587,FALSE,Inf,Inf,-0.487217108,0,0,5.031431813,0.158286999
4,34,5.375968334,Group 3,0,2009,-1.062964254,FALSE,Inf,Inf,-1.428187154,0,0,2.884816926,0.158286999
4,34,5.375968334,Group 3,0,2010,-1.258309534,FALSE,Inf,Inf,-0.963760945,0,0,3.153897855,0.158286999
4,34,5.375968334,Group 3,0,2011,-0.990729842,FALSE,Inf,Inf,0.774050476,0,0,5.159288968,0.158286999
4,34,5.375968334,Group 3,0,2012,0.321733594,FALSE,Inf,Inf,1.513300246,0,0,7.211002173,0.158286999
4,34,5.375968334,Group 3,0,2013,0.352564359,FALSE,Inf,Inf,1.7564166,0,0,7.484949292,0.158286999
4,34,5.375968334,Group 3,0,2014,2.31332724,FALSE,Inf,Inf,0.20988184,0,0,7.899177414,0.158286999
4,34,5.375968334,Group 3,0,2015,1.047932643,FALSE,Inf,Inf,0.037664694,0,0,6.461565671,0.158286999
4,34,5.375968334,Group 3,0,2016,1.637051406,FALSE,Inf,Inf,0.496726043,0,0,7.509745783,0.158286999
4,34,5.375968334,Group 3,0,2017,-1.071814099,FALSE,Inf,Inf,0.951300228,0,0,5.255454462,0.158286999
4,34,5.375968334,Group 3,0,2018,1.601518375,FALSE,Inf,Inf,-0.702815914,0,0,6.274670795,0.158286999
4,34,5.375968334,Group 3,0,2019,-1.32843528,FALSE,Inf,Inf,-0.805587872,0,0,3.241945182,0.158286999
4,34,5.375968334,Group 3,0,2020,0.235071413,FALSE,Inf,Inf,-1.227991368,0,0,4.383048379,0.158286999
5,23,2.930655588,Group 2,2010,1990,0.879351534,FALSE,-20,-6,0.258733288,0,0,4.06874041,0.835299038
5,23,2.930655588,Group 2,2010,1991,-0.752882928,FALSE,-19,-6,0.214851046,0,0,2.392623706,0.835299038
5,23,2.930655588,Group 2,2010,1992,-0.091657348,FALSE,-18,-6,1.411722654,0,0,4.250720894,0.835299038
5,23,2.930655588,Group 2,2010,1993,1.314713504,FALSE,-17,-6,1.316935678,0,0,5.56230477,0.835299038
5,23,2.930655588,Group 2,2010,1994,-0.109458323,FALSE,-16,-6,0.207192762,0,0,3.028390027,0.835299038
5,23,2.930655588,Group 2,2010,1995,-0.648642774,FALSE,-15,-6,0.889640506,0,0,3.171653319,0.835299038
5,23,2.930655588,Group 2,2010,1996,0.58040777,FALSE,-14,-6,0.797620541,0,0,4.308683899,0.835299038
5,23,2.930655588,Group 2,2010,1997,-0.378388611,FALSE,-13,-6,0.094640804,0,0,2.646907781,0.835299038
5,23,2.930655588,Group 2,2010,1998,-1.152323499,FALSE,-12,-6,-1.792264577,0,0,-0.013932488,0.835299038
5,23,2.930655588,Group 2,2010,1999,-0.064620333,FALSE,-11,-6,0.449150663,0,0,3.315185918,0.835299038
5,23,2.930655588,Group 2,2010,2000,-0.519649768,FALSE,-10,-6,-0.449984795,0,0,1.961021025,0.835299038
5,23,2.930655588,Group 2,2010,2001,0.784739314,FALSE,-9,-6,-0.205191446,0,0,3.510203456,0.835299038
5,23,2.930655588,Group 2,2010,2002,-0.636315559,FALSE,-8,-6,-0.045024999,0,0,2.24931503,0.835299038
5,23,2.930655588,Group 2,2010,2003,-1.590295224,FALSE,-7,-6,0.073426022,0,0,1.413786387,0.835299038
5,23,2.930655588,Group 2,2010,2004,1.83470088,FALSE,-6,-6,0.828379847,0,0,5.593736315,0.835299038
5,23,2.930655588,Group 2,2010,2005,1.336969542,FALSE,-5,-5,-1.216685045,0,0,3.050940086,0.835299038
5,23,2.930655588,Group 2,2010,2006,-0.124788332,FALSE,-4,-4,-2.897900103,0,0,-0.092032847,0.835299038
5,23,2.930655588,Group 2,2010,2007,-0.640732812,FALSE,-3,-3,-0.163460227,0,0,2.126462548,0.835299038
5,23,2.930655588,Group 2,2010,2008,-1.45193643,FALSE,-2,-2,1.77990973,0,0,3.258628888,0.835299038
5,23,2.930655588,Group 2,2010,2009,1.182585859,FALSE,-1,-1,-0.955777034,0,0,3.157464413,0.835299038
5,23,2.930655588,Group 2,2010,2010,2.575409345,TRUE,0,0,0.136866353,2,0,7.642931286,0.835299038
5,23,2.930655588,Group 2,2010,2011,-0.432057634,TRUE,1,1,0.857154384,2,0,5.355752338,0.835299038
5,23,2.930655588,Group 2,2010,2012,1.435103658,TRUE,2,2,0.296814696,2,0,6.662573942,0.835299038
5,23,2.930655588,Group 2,2010,2013,1.030201979,TRUE,3,3,-1.904909328,2,0,4.055948239,0.835299038
5,23,2.930655588,Group 2,2010,2014,-0.445918603,TRUE,4,4,-1.448444461,2,0,3.036292524,0.835299038
5,23,2.930655588,Group 2,2010,2015,1.317633267,TRUE,5,5,-1.214479013,2,0,5.033809843,0.835299038
5,23,2.930655588,Group 2,2010,2016,-0.442460135,TRUE,6,6,-1.367900507,2,0,3.120294946,0.835299038
5,23,2.930655588,Group 2,2010,2017,-0.445100398,TRUE,7,6,-0.832804998,2,0,3.652750192,0.835299038
5,23,2.930655588,Group 2,2010,2018,-0.387383375,TRUE,8,6,-0.215746499,2,0,4.327525714,0.835299038
5,23,2.930655588,Group 2,2010,2019,0.878055193,TRUE,9,6,-0.03155856,2,0,5.777152222,0.835299038
5,23,2.930655588,Group 2,2010,2020,0.408356113,TRUE,10,6,1.064987286,2,0,6.403998987,0.835299038
6,14,4.179236132,Group 1,2000,1990,0.137912315,FALSE,-10,-6,1.955628632,0,0,6.27277708,0.735013389
6,14,4.179236132,Group 1,2000,1991,0.359763471,FALSE,-9,-6,0.522349304,0,0,5.061348907,0.735013389
6,14,4.179236132,Group 1,2000,1992,1.135895664,FALSE,-8,-6,0.110250158,0,0,5.425381954,0.735013389
6,14,4.179236132,Group 1,2000,1993,-1.098718054,FALSE,-7,-6,-0.226147211,0,0,2.854370867,0.735013389
6,14,4.179236132,Group 1,2000,1994,0.344798557,FALSE,-6,-6,0.825410155,0,0,5.349444844,0.735013389
6,14,4.179236132,Group 1,2000,1995,0.335063112,FALSE,-5,-5,0.758800184,0,0,5.273099429,0.735013389
6,14,4.179236132,Group 1,2000,1996,1.493313877,FALSE,-4,-4,0.168885144,0,0,5.841435153,0.735013389
6,14,4.179236132,Group 1,2000,1997,1.310674045,FALSE,-3,-3,-1.78568948,0,0,3.704220696,0.735013389
6,14,4.179236132,Group 1,2000,1998,0.517926289,FALSE,-2,-2,-0.753171205,0,0,3.943991217,0.735013389
6,14,4.179236132,Group 1,2000,1999,-0.363568023,FALSE,-1,-1,-0.156598122,0,0,3.659069988,0.735013389
6,14,4.179236132,Group 1,2000,2000,1.062196133,TRUE,0,0,-1.093963293,2,0,6.147468972,0.735013389
6,14,4.179236132,Group 1,2000,2001,-0.870678331,TRUE,1,1,-0.45056973,2,0,4.857988072,0.735013389
6,14,4.179236132,Group 1,2000,2002,-1.193639358,TRUE,2,2,-0.487240208,2,0,4.498356566,0.735013389
6,14,4.179236132,Group 1,2000,2003,1.614052828,TRUE,3,3,0.4558355,2,0,8.24912446,0.735013389
6,14,4.179236132,Group 1,2000,2004,-0.44717569,TRUE,4,4,-0.68882964,2,0,5.043230803,0.735013389
6,14,4.179236132,Group 1,2000,2005,0.922249696,TRUE,5,5,-1.562780774,2,0,5.538705055,0.735013389
6,14,4.179236132,Group 1,2000,2006,-0.706443021,TRUE,6,6,-1.910948696,2,0,3.561844416,0.735013389
6,14,4.179236132,Group 1,2000,2007,-0.317685691,TRUE,7,6,-1.447408804,2,0,4.414141637,0.735013389
6,14,4.179236132,Group 1,2000,2008,1.723663532,TRUE,8,6,-0.6471061,2,0,7.255793565,0.735013389
6,14,4.179236132,Group 1,2000,2009,-1.607929367,TRUE,9,6,-0.036710079,2,0,4.534596686,0.735013389
6,14,4.179236132,Group 1,2000,2010,-1.732167783,TRUE,10,6,-0.87294546,2,0,3.57412289,0.735013389
6,14,4.179236132,Group 1,2000,2011,-0.081326807,TRUE,11,6,0.842727394,2,0,6.940636719,0.735013389
6,14,4.179236132,Group 1,2000,2012,0.834097132,TRUE,12,6,1.322077249,2,0,8.335410513,0.735013389
6,14,4.179236132,Group 1,2000,2013,-0.290735392,TRUE,13,6,0.115264629,2,0,6.00376537,0.735013389
6,14,4.179236132,Group 1,2000,2014,-0.916910146,TRUE,14,6,0.189780404,2,0,5.45210639,0.735013389
6,14,4.179236132,Group 1,2000,2015,0.75379305,TRUE,15,6,0.857315519,2,0,7.790344701,0.735013389
6,14,4.179236132,Group 1,2000,2016,0.53903953,TRUE,16,6,-2.600262752,2,0,4.118012911,0.735013389
6,14,4.179236132,Group 1,2000,2017,-0.260959595,TRUE,17,6,-1.080654053,2,0,4.837622484,0.735013389
6,14,4.179236132,Group 1,2000,2018,-1.565811967,TRUE,18,6,-1.034880029,2,0,3.578544136,0.735013389
6,14,4.179236132,Group 1,2000,2019,-0.340728534,TRUE,19,6,-0.950945253,2,0,4.887562345,0.735013389
6,14,4.179236132,Group 1,2000,2020,0.605078656,TRUE,20,6,0.772904758,2,0,7.557219547,0.735013389
7,18,2.680325417,Group 2,2010,1990,0.514483943,FALSE,-20,-6,-0.027567227,0,0,3.167242132,0.076890173
7,18,2.680325417,Group 2,2010,1991,-0.340313814,FALSE,-19,-6,-0.35717929,0,0,1.982832313,0.076890173
7,18,2.680325417,Group 2,2010,1992,-0.636516579,FALSE,-18,-6,0.785350242,0,0,2.829159079,0.076890173
7,18,2.680325417,Group 2,2010,1993,-0.964226978,FALSE,-17,-6,-1.10296962,0,0,0.613128818,0.076890173
7,18,2.680325417,Group 2,2010,1994,-0.508735128,FALSE,-16,-6,-0.02959824,0,0,2.141992049,0.076890173
7,18,2.680325417,Group 2,2010,1995,0.799738043,FALSE,-15,-6,0.536356841,0,0,4.016420301,0.076890173
7,18,2.680325417,Group 2,2010,1996,-0.58011565,FALSE,-14,-6,0.541315929,0,0,2.641525696,0.076890173
7,18,2.680325417,Group 2,2010,1997,-1.217619801,FALSE,-13,-6,-0.772625659,0,0,0.690079956,0.076890173
7,18,2.680325417,Group 2,2010,1998,0.488742444,FALSE,-12,-6,1.058561077,0,0,4.227628938,0.076890173
7,18,2.680325417,Group 2,2010,1999,-1.062481,FALSE,-11,-6,-0.743269491,0,0,0.874574925,0.076890173
7,18,2.680325417,Group 2,2010,2000,-0.859524975,FALSE,-10,-6,1.21528916,0,0,3.036089602,0.076890173
7,18,2.680325417,Group 2,2010,2001,-1.64492842,FALSE,-9,-6,-0.731464907,0,0,0.30393209,0.076890173
7,18,2.680325417,Group 2,2010,2002,-0.483016367,FALSE,-8,-6,-0.176528568,0,0,2.020780481,0.076890173
7,18,2.680325417,Group 2,2010,2003,-0.541241546,FALSE,-7,-6,0.571678843,0,0,2.710762714,0.076890173
7,18,2.680325417,Group 2,2010,2004,-1.156492922,FALSE,-6,-6,0.515194559,0,0,2.039027053,0.076890173
7,18,2.680325417,Group 2,2010,2005,-1.196770889,FALSE,-5,-5,0.823792246,0,0,2.307346773,0.076890173
7,18,2.680325417,Group 2,2010,2006,0.016611522,FALSE,-4,-4,0.564166794,0,0,3.261103732,0.076890173
7,18,2.680325417,Group 2,2010,2007,-1.239486979,FALSE,-3,-3,-0.971753798,0,0,0.46908464,0.076890173
7,18,2.680325417,Group 2,2010,2008,0.350154424,FALSE,-2,-2,-0.648741493,0,0,2.381738348,0.076890173
7,18,2.680325417,Group 2,2010,2009,0.238291905,FALSE,-1,-1,1.185415806,0,0,4.104033127,0.076890173
7,18,2.680325417,Group 2,2010,2010,0.6106119,TRUE,0,0,-0.214269716,2,0,5.0766676,0.076890173
7,18,2.680325417,Group 2,2010,2011,-0.289719177,TRUE,1,1,-0.601290657,2,0,3.789315583,0.076890173
7,18,2.680325417,Group 2,2010,2012,0.38888737,TRUE,2,2,0.238218298,2,0,5.307431085,0.076890173
7,18,2.680325417,Group 2,2010,2013,2.181962853,TRUE,3,3,0.121579115,2,0,6.983867385,0.076890173
7,18,2.680325417,Group 2,2010,2014,-0.540148973,TRUE,4,4,-0.151572527,2,0,3.988603916,0.076890173
7,18,2.680325417,Group 2,2010,2015,-0.347272105,TRUE,5,5,1.650163041,2,0,5.983216352,0.076890173
7,18,2.680325417,Group 2,2010,2016,0.719522965,TRUE,6,6,1.967551229,2,0,7.367399611,0.076890173
7,18,2.680325417,Group 2,2010,2017,-0.461655632,TRUE,7,6,2.693329239,2,0,6.911999024,0.076890173
7,18,2.680325417,Group 2,2010,2018,-2.207053473,TRUE,8,6,-0.518846447,2,0,1.954425496,0.076890173
7,18,2.680325417,Group 2,2010,2019,0.012183648,TRUE,9,6,0.774975911,2,0,5.467484976,0.076890173
7,18,2.680325417,Group 2,2010,2020,0.514484762,TRUE,10,6,0.427007014,2,0,5.621817193,0.076890173
8,33,6.095509956,Group 3,0,1990,0.394584215,FALSE,Inf,Inf,0.057942053,0,0,6.548036224,0.08798609
8,33,6.095509956,Group 3,0,1991,0.636515227,FALSE,Inf,Inf,-0.366025206,0,0,6.365999977,0.08798609
8,33,6.095509956,Group 3,0,1992,-0.161409618,FALSE,Inf,Inf,-0.261718458,0,0,5.672381881,0.08798609
8,33,6.095509956,Group 3,0,1993,-2.676163037,FALSE,Inf,Inf,-0.604935673,0,0,2.814411246,0.08798609
8,33,6.095509956,Group 3,0,1994,2.189269497,FALSE,Inf,Inf,0.580597015,0,0,8.865376468,0.08798609
8,33,6.095509956,Group 3,0,1995,1.623925407,FALSE,Inf,Inf,0.305122115,0,0,8.024557478,0.08798609
8,33,6.095509956,Group 3,0,1996,-0.762705447,FALSE,Inf,Inf,0.607008403,0,0,5.939812913,0.08798609
8,33,6.095509956,Group 3,0,1997,-1.568308197,FALSE,Inf,Inf,-0.067492175,0,0,4.459709584,0.08798609
8,33,6.095509956,Group 3,0,1998,0.773190861,FALSE,Inf,Inf,-0.687915841,0,0,6.180784977,0.08798609
8,33,6.095509956,Group 3,0,1999,0.012635359,FALSE,Inf,Inf,-1.528335371,0,0,4.579809944,0.08798609
