unit,state,unit_fe,group,g,year,year_fe,treat,rel_year,rel_year_binned,error,te,te_dynamic,dep_var
2,33,6.738663831,Group 1,2000,1997,-1.242772879,FALSE,-3,-3,0.694596896,0,0,6.190487848
2,33,6.738663831,Group 1,2000,1998,-1.413232611,FALSE,-2,-2,-0.0821154,0,0,5.24331582
2,33,6.738663831,Group 1,2000,1999,-0.385041836,FALSE,-1,-1,-0.863340409,0,0,5.490281586
2,33,6.738663831,Group 1,2000,2000,-0.224037385,TRUE,0,0,1.81858989,2,0,10.33321634
2,33,6.738663831,Group 1,2000,2001,0.48822373,TRUE,1,1,-0.594717839,2,0.05,8.682169722
2,33,6.738663831,Group 1,2000,2002,-0.059410611,TRUE,2,2,0.365717181,2,0.1,9.144970402
2,33,6.738663831,Group 1,2000,2003,-0.403377382,TRUE,3,3,-0.070435614,2,0.15,8.414850835
2,33,6.738663831,Group 1,2000,2004,-0.593612434,TRUE,4,4,0.220318566,2,0.2,8.565369963
2,33,6.738663831,Group 1,2000,2005,-0.925264844,TRUE,5,5,-0.848803671,2,0.25,7.214595317
2,33,6.738663831,Group 1,2000,2006,-0.517616831,TRUE,6,6,-0.408412935,2,0.3,8.112634065
2,33,6.738663831,Group 1,2000,2007,-0.332980596,TRUE,7,6,-0.878668994,2,0.35,7.877014241
2,33,6.738663831,Group 1,2000,2008,1.48595618,TRUE,8,6,0.461521831,2,0.4,11.08614184
2,33,6.738663831,Group 1,2000,2009,-0.55280808,TRUE,9,6,-0.348393039,2,0.45,8.287462712
2,33,6.738663831,Group 1,2000,2010,1.386597076,TRUE,10,6,-2.403637925,2,0.5,8.221622982
2,33,6.738663831,Group 1,2000,2011,-0.44371736,TRUE,11,6,-0.819542132,2,0.55,8.025404339
2,33,6.738663831,Group 1,2000,2012,0.340612551,TRUE,12,6,1.234752614,2,0.6,10.914029
2,33,6.738663831,Group 1,2000,2013,1.098317071,TRUE,13,6,-0.830108767,2,0.65,9.656872135
2,33,6.738663831,Group 1,2000,2014,0.375171736,TRUE,14,6,-1.390979788,2,0.7,8.422855779
2,33,6.738663831,Group 1,2000,2015,0.795447163,TRUE,15,6,1.972697675,2,0.75,12.25680867
2,33,6.738663831,Group 1,2000,2016,-0.694652098,TRUE,16,6,0.947330664,2,0.8,9.791342397
2,33,6.738663831,Group 1,2000,2017,-1.042722108,TRUE,17,6,-0.91185353,2,0.85,7.634088193
2,33,6.738663831,Group 1,2000,2018,0.456779981,TRUE,18,6,-0.726813116,2,0.9,9.368630696
2,33,6.738663831,Group 1,2000,2019,0.882094213,TRUE,19,6,0.599236147,2,0.95,11.16999419
2,33,6.738663831,Group 1,2000,2020,-0.911280945,TRUE,20,6,-0.692259965,2,1,8.135122921
3,11,3.631295724,Group 2,2010,1990,-0.866036755,FALSE,-20,-6,0.894865197,0,0,3.660124165
3,11,3.631295724,Group 2,2010,1991,-0.41518264,FALSE,-19,-6,0.371318027,0,0,3.58743111
3,11,3.631295724,Group 2,2010,1992,-0.373108011,FALSE,-18,-6,-0.12061308,0,0,3.137574633
3,11,3.631295724,Group 2,2010,1993,1.227364588,FALSE,-17,-6,1.363273427,0,0,6.221933738
3,11,3.631295724,Group 2,2010,1994,0.449561191,FALSE,-16,-6,-0.057475753,0,0,4.023381162
3,11,3.631295724,Group 2,2010,1995,-0.243472638,FALSE,-15,-6,-1.268074184,0,0,2.119748902
3,11,3.631295724,Group 2,2010,1996,2.079047553,FALSE,-14,-6,-0.235717385,0,0,5.474625892
3,11,3.631295724,Group 2,2010,1997,-2.027694547,FALSE,-13,-6,-0.871196115,0,0,0.732405062
3,11,3.631295724,Group 2,2010,1998,0.198728696,FALSE,-12,-6,0.193747229,0,0,4.023771649
3,11,3.631295724,Group 2,2010,1999,0.136227359,FALSE,-11,-6,-0.414247149,0,0,3.353275934
3,11,3.631295724,Group 2,2010,2000,-0.970901593,FALSE,-10,-6,-2.506745263,0,0,0.153648867
3,11,3.631295724,Group 2,2010,2001,-0.116589635,FALSE,-9,-6,-0.509199285,0,0,3.005506803
3,11,3.631295724,Group 2,2010,2002,0.028966461,FALSE,-8,-6,-0.442668425,0,0,3.217593759
3,11,3.631295724,Group 2,2010,2003,0.471692174,FALSE,-7,-6,0.054728393,0,0,4.157716291
3,11,3.631295724,Group 2,2010,2004,1.496127444,FALSE,-6,-6,0.110958464,0,0,5.238381631
3,11,3.631295724,Group 2,2010,2005,0.390917686,FALSE,-5,-5,0.988337814,0,0,5.010551224
3,11,3.631295724,Group 2,2010,2006,-0.096755662,FALSE,-4,-4,0.577698993,0,0,4.112239055
3,11,3.631295724,Group 2,2010,2007,-0.563111923,FALSE,-3,-3,-1.393958161,0,0,1.67422564
3,11,3.631295724,Group 2,2010,2008,0.224244098,FALSE,-2,-2,1.204489355,0,0,5.060029177
3,11,3.631295724,Group 2,2010,2009,1.282225853,FALSE,-1,-1,-0.800760226,0,0,4.112761351
3,11,3.631295724,Group 2,2010,2010,0.410687285,TRUE,0,0,0.138435451,1,0,5.180418459
3,11,3.631295724,Group 2,2010,2011,-0.708520254,TRUE,1,1,-0.416923169,1,0.15,3.6558523
3,11,3.631295724,Group 2,2010,2012,0.599530531,TRUE,2,2,0.007403256,1,0.3,5.53822951
3,11,3.631295724,Group 2,2010,2013,-1.107799805,TRUE,3,3,-0.701599703,1,0.45,3.271896216
3,11,3.631295724,Group 2,2010,2014,0.091774314,TRUE,4,4,-0.057109808,1,0.6,5.265960229
3,11,3.631295724,Group 2,2010,2015,-0.481488511,TRUE,5,5,1.175507491,1,0.75,6.075314704
3,11,3.631295724,Group 2,2010,2016,0.291894315,TRUE,6,6,1.382747982,1,0.9,7.20593802
3,11,3.631295724,Group 2,2010,2017,-0.008875042,TRUE,7,6,0.830290667,1,1.05,6.502711349
3,11,3.631295724,Group 2,2010,2018,1.123189611,TRUE,8,6,0.628175543,1,1.2,7.582660878
3,11,3.631295724,Group 2,2010,2019,0.455910719,TRUE,9,6,0.340880513,1,1.35,6.778086955
3,11,3.631295724,Group 2,2010,2020,0.284611993,TRUE,10,6,-0.450321916,1,1.5,5.9655858
4,23,4.435653936,Group 1,2000,1990,1.575553736,FALSE,-10,-6,-0.995582884,0,0,5.015624788
4,23,4.435653936,Group 1,2000,1991,-0.571597625,FALSE,-9,-6,-0.735678991,0,0,3.12837732
4,23,4.435653936,Group 1,2000,1992,-1.058056763,FALSE,-8,-6,0.464197234,0,0,3.841794407
4,23,4.435653936,Group 1,2000,1993,-0.535583956,FALSE,-7,-6,-2.051172017,0,0,1.848897963
4,23,4.435653936,Group 1,2000,1994,-0.733732906,FALSE,-6,-6,-0.93805987,0,0,2.76386116
4,23,4.435653936,Group 1,2000,1995,0.428651909,FALSE,-5,-5,1.340719843,0,0,6.205025688
4,23,4.435653936,Group 1,2000,1996,-1.007796165,FALSE,-4,-4,1.4289326,0,0,4.856790371
4,23,4.435653936,Group 1,2000,1997,-0.805704066,FALSE,-3,-3,0.220057846,0,0,3.850007717
4,23,4.435653936,Group 1,2000,1998,0.232509349,FALSE,-2,-2,-0.252733302,0,0,4.415429983
4,23,4.435653936,Group 1,2000,1999,-0.422336825,FALSE,-1,-1,0.621879995,0,0,4.635197107
4,23,4.435653936,Group 1,2000,2000,-1.139683465,TRUE,0,0,-0.266431522,2,0,5.029538949
4,23,4.435653936,Group 1,2000,2001,0.313313236,TRUE,1,1,-0.258326617,2,0.05,6.540640555
4,23,4.435653936,Group 1,2000,2002,1.247016304,TRUE,2,2,-0.771330252,2,0.1,7.011339988
4,23,4.435653936,Group 1,2000,2003,0.191811934,TRUE,3,3,1.046704042,2,0.15,7.824169913
4,23,4.435653936,Group 1,2000,2004,1.39873854,TRUE,4,4,-2.330911257,2,0.2,5.703481219
4,23,4.435653936,Group 1,2000,2005,-1.408237079,TRUE,5,5,0.581410206,2,0.25,5.858827064
4,23,4.435653936,Group 1,2000,2006,0.521335667,TRUE,6,6,1.161586903,2,0.3,8.418576506
4,23,4.435653936,Group 1,2000,2007,1.288565123,TRUE,7,6,0.107545045,2,0.35,8.181764104
4,23,4.435653936,Group 1,2000,2008,-0.246711034,TRUE,8,6,-1.907287271,2,0.4,4.681655631
4,23,4.435653936,Group 1,2000,2009,-0.53539591,TRUE,9,6,-0.015272483,2,0.45,6.334985543
4,23,4.435653936,Group 1,2000,2010,0.649714268,TRUE,10,6,-0.311488565,2,0.5,7.273879639
4,23,4.435653936,Group 1,2000,2011,-0.43641285,TRUE,11,6,-1.857035541,2,0.55,4.692205545
4,23,4.435653936,Group 1,2000,2012,-1.260193727,TRUE,12,6,-0.563073733,2,0.6,5.212386476
4,23,4.435653936,Group 1,2000,2013,0.536493348,TRUE,13,6,-0.650143141,2,0.65,6.972004143
4,23,4.435653936,Group 1,2000,2014,-0.686892348,TRUE,14,6,0.471205566,2,0.7,6.919967154
4,23,4.435653936,Group 1,2000,2015,-1.057495131,TRUE,15,6,1.090025821,2,0.75,7.218184626
4,23,4.435653936,Group 1,2000,2016,0.715422671,TRUE,16,6,-0.538070609,2,0.8,7.413005999
4,23,4.435653936,Group 1,2000,2017,-0.971381145,TRUE,17,6,-0.677014083,2,0.85,5.637258708
4,23,4.435653936,Group 1,2000,2018,-1.346626676,TRUE,18,6,0.002727014,2,0.9,5.991754275
4,23,4.435653936,Group 1,2000,2019,-0.041787159,TRUE,19,6,-0.828190097,2,0.95,6.51567668
4,23,4.435653936,Group 1,2000,2020,0.073192555,TRUE,20,6,0.323795187,2,1,7.832641679
5,3,-0.584111917,Group 1,2000,1990,0.760828908,FALSE,-10,-6,-0.03302573,0,0,0.143691261
5,3,-0.584111917,Group 1,2000,1991,-0.841460905,FALSE,-9,-6,-3.112142318,0,0,-4.53771514
5,3,-0.584111917,Group 1,2000,1992,0.176230389,FALSE,-8,-6,-0.144562867,0,0,-0.552444395
5,3,-0.584111917,Group 1,2000,1993,-0.103453099,FALSE,-7,-6,1.157956371,0,0,0.470391354
5,3,-0.584111917,Group 1,2000,1994,-0.46026581,FALSE,-6,-6,0.581464058,0,0,-0.462913669
5,3,-0.584111917,Group 1,2000,1995,0.268211711,FALSE,-5,-5,1.529762185,0,0,1.213861979
5,3,-0.584111917,Group 1,2000,1996,-0.595085147,FALSE,-4,-4,-2.119942034,0,0,-3.299139098
5,3,-0.584111917,Group 1,2000,1997,0.950702613,FALSE,-3,-3,-0.63243608,0,0,-0.265845384
5,3,-0.584111917,Group 1,2000,1998,-0.329726761,FALSE,-2,-2,0.031805487,0,0,-0.88203319
5,3,-0.584111917,Group 1,2000,1999,0.333592508,FALSE,-1,-1,0.38146274,0,0,0.130943331
5,3,-0.584111917,Group 1,2000,2000,1.741936461,TRUE,0,0,0.72731432,2,0,3.885138864
5,3,-0.584111917,Group 1,2000,2001,-1.219211336,TRUE,1,1,-0.086933355,2,0.05,0.159743393
5,3,-0.584111917,Group 1,2000,2002,0.965450817,TRUE,2,2,1.213040689,2,0.1,3.69437959
5,3,-0.584111917,Group 1,2000,2003,-0.509892212,TRUE,3,3,0.194235384,2,0.15,1.250231255
5,3,-0.584111917,Group 1,2000,2004,-0.528954281,TRUE,4,4,0.000565588,2,0.2,1.08749939
5,3,-0.584111917,Group 1,2000,2005,2.142322161,TRUE,5,5,-0.691362554,2,0.25,3.116847689
5,3,-0.584111917,Group 1,2000,2006,-2.16166722,TRUE,6,6,1.790119109,2,0.3,1.344339972
5,3,-0.584111917,Group 1,2000,2007,0.339748537,TRUE,7,6,0.190354179,2,0.35,2.295990799
5,3,-0.584111917,Group 1,2000,2008,0.072746977,TRUE,8,6,-1.079978638,2,0.4,0.808656422
5,3,-0.584111917,Group 1,2000,2009,-2.783146963,TRUE,9,6,-1.466623626,2,0.45,-2.383882506
5,3,-0.584111917,Group 1,2000,2010,0.04223504,TRUE,10,6,1.22776145,2,0.5,3.185884573
5,3,-0.584111917,Group 1,2000,2011,0.733766472,TRUE,11,6,0.810019024,2,0.55,3.509673579
5,3,-0.584111917,Group 1,2000,2012,-0.300557458,TRUE,12,6,0.438168823,2,0.6,2.153499447
5,3,-0.584111917,Group 1,2000,2013,0.812605592,TRUE,13,6,-0.825709119,2,0.65,2.052784556
5,3,-0.584111917,Group 1,2000,2014,-0.32653241,TRUE,14,6,1.454341832,2,0.7,3.243697505
5,3,-0.584111917,Group 1,2000,2015,1.037535073,TRUE,15,6,1.604573636,2,0.75,4.807996791
5,3,-0.584111917,Group 1,2000,2016,2.507306106,TRUE,16,6,-0.081246314,2,0.8,4.641947876
5,3,-0.584111917,Group 1,2000,2017,-0.105288094,TRUE,17,6,-0.223195038,2,0.85,1.937404951
5,3,-0.584111917,Group 1,2000,2018,0.592621592,TRUE,18,6,-0.206415041,2,0.9,2.702094633
5,3,-0.584111917,Group 1,2000,2019,0.13358392,TRUE,19,6,0.030104949,2,0.95,2.529576952
5,3,-0.584111917,Group 1,2000,2020,-0.595724933,TRUE,20,6,-1.301092416,2,1,0.519070734
6,40,8.807700159,Group 1,2000,1990,-0.772026812,FALSE,-10,-6,-0.046659075,0,0,7.989014271
6,40,8.807700159,Group 1,2000,1991,-0.439541391,FALSE,-9,-6,2.007423082,0,0,10.37558185
6,40,8.807700159,Group 1,2000,1992,1.855680564,FALSE,-8,-6,0.527036246,0,0,11.19041697
6,40,8.807700159,Group 1,2000,1993,-0.227186472,FALSE,-7,-6,1.646144116,0,0,10.2266578
6,40,8.807700159,Group 1,2000,1994,-0.839126522,FALSE,-6,-6,0.104553907,0,0,8.073127544
6,40,8.807700159,Group 1,2000,1995,1.083134876,FALSE,-5,-5,-0.170371542,0,0,9.720463493
6,40,8.807700159,Group 1,2000,1996,0.902838709,FALSE,-4,-4,-0.985266188,0,0,8.725272681
6,40,8.807700159,Group 1,2000,1997,-0.792402247,FALSE,-3,-3,-1.593908261,0,0,6.421389651
6,40,8.807700159,Group 1,2000,1998,-2.647090243,FALSE,-2,-2,-1.313958289,0,0,4.846651627
6,40,8.807700159,Group 1,2000,1999,-0.883317493,FALSE,-1,-1,-1.184307719,0,0,6.740074946
6,40,8.807700159,Group 1,2000,2000,-1.818983229,TRUE,0,0,2.631336504,2,0,11.62005343
6,40,8.807700159,Group 1,2000,2001,0.770115218,TRUE,1,1,-1.413755667,2,0.05,10.21405971
6,40,8.807700159,Group 1,2000,2002,-1.83694207,TRUE,2,2,-0.416124929,2,0.1,8.654633159
6,40,8.807700159,Group 1,2000,2003,-1.010661508,TRUE,3,3,0.296369778,2,0.15,10.24340843
6,40,8.807700159,Group 1,2000,2004,0.636039599,TRUE,4,4,0.364784005,2,0.2,12.00852376
6,40,8.807700159,Group 1,2000,2005,1.495550742,TRUE,5,5,0.892538482,2,0.25,13.44578938
6,40,8.807700159,Group 1,2000,2006,-0.182269717,TRUE,6,6,0.858626526,2,0.3,11.78405697
6,40,8.807700159,Group 1,2000,2007,0.828657753,TRUE,7,6,-2.262180117,2,0.35,9.724177795
6,40,8.807700159,Group 1,2000,2008,-1.419808756,TRUE,8,6,0.644550526,2,0.4,10.43244193
6,40,8.807700159,Group 1,2000,2009,0.865964467,TRUE,9,6,-0.561589533,2,0.45,11.56207509
6,40,8.807700159,Group 1,2000,2010,0.536324551,TRUE,10,6,2.713518496,2,0.5,14.55754321
6,40,8.807700159,Group 1,2000,2011,-1.532421707,TRUE,11,6,0.498565992,2,0.55,10.32384444
6,40,8.807700159,Group 1,2000,2012,1.595080932,TRUE,12,6,-1.919307182,2,0.6,11.08347391
6,40,8.807700159,Group 1,2000,2013,0.304756043,TRUE,13,6,-0.69964986,2,0.65,11.06280634
6,40,8.807700159,Group 1,2000,2014,-0.374861815,TRUE,14,6,0.693186807,2,0.7,11.82602515
6,40,8.807700159,Group 1,2000,2015,-0.605602524,TRUE,15,6,-0.088282565,2,0.75,10.86381507
6,40,8.807700159,Group 1,2000,2016,-0.835562718,TRUE,16,6,0.910847615,2,0.8,11.68298506
6,40,8.807700159,Group 1,2000,2017,0.408265273,TRUE,17,6,-0.113473888,2,0.85,11.95249154
6,40,8.807700159,Group 1,2000,2018,-2.334906767,TRUE,18,6,0.040232886,2,0.9,9.413026278
6,40,8.807700159,Group 1,2000,2019,-0.039513379,TRUE,19,6,-1.63302322,2,0.95,10.08516356
6,40,8.807700159,Group 1,2000,2020,-2.581944409,TRUE,20,6,0.231873735,2,1,9.457629485
7,38,8.340277236,Group 3,0,1990,0.340838397,FALSE,Inf,Inf,-0.54525247,0,0,8.135863164
7,38,8.340277236,Group 3,0,1991,0.030413165,FALSE,Inf,Inf,1.746034774,0,0,10.11672517
7,38,8.340277236,Group 3,0,1992,1.360542546,FALSE,Inf,Inf,1.290045729,0,0,10.99086551
7,38,8.340277236,Group 3,0,1993,0.2741374,FALSE,Inf,Inf,-1.805221147,0,0,6.809193489
7,38,8.340277236,Group 3,0,1994,1.861552952,FALSE,Inf,Inf,-0.47138362,0,0,9.730446569
7,38,8.340277236,Group 3,0,1995,0.072670694,FALSE,Inf,Inf,0.61505005,0,0,9.02799798
7,38,8.340277236,Group 3,0,1996,-1.184668376,FALSE,Inf,Inf,1.246169155,0,0,8.401778015
7,38,8.340277236,Group 3,0,1997,1.1208553,FALSE,Inf,Inf,0.174095945,0,0,9.635228482
7,38,8.340277236,Group 3,0,1998,-1.24474146,FALSE,Inf,Inf,0.75617845,0,0,7.851714225
7,38,8.340277236,Group 3,0,1999,-0.345781425,FALSE,Inf,Inf,0.851645288,0,0,8.846141099
7,38,8.340277236,Group 3,0,2000,0.232988021,FALSE,Inf,Inf,-0.007025197,0,0,8.566240061
7,38,8.340277236,Group 3,0,2001,0.874273823,FALSE,Inf,Inf,-1.74874756,0,0,7.465803499
7,38,8.340277236,Group 3,0,2002,1.720586469,FALSE,Inf,Inf,-0.176120757,0,0,9.884742948
7,38,8.340277236,Group 3,0,2003,1.069161795,FALSE,Inf,Inf,-1.181981148,0,0,8.227457884
7,38,8.340277236,Group 3,0,2004,1.844996094,FALSE,Inf,Inf,-1.148484988,0,0,9.036788342
7,38,8.340277236,Group 3,0,2005,0.311183859,FALSE,Inf,Inf,-1.051472969,0,0,7.599988126
7,38,8.340277236,Group 3,0,2006,-1.27971294,FALSE,Inf,Inf,0.267084781,0,0,7.327649077
7,38,8.340277236,Group 3,0,2007,-2.079510506,FALSE,Inf,Inf,0.608402314,0,0,6.869169044
7,38,8.340277236,Group 3,0,2008,0.863260491,FALSE,Inf,Inf,0.913047043,0,0,10.11658477
7,38,8.340277236,Group 3,0,2009,0.258556174,FALSE,Inf,Inf,-0.156198837,0,0,8.442634573
7,38,8.340277236,Group 3,0,2010,-3.530750445,FALSE,Inf,Inf,-0.039523395,0,0,4.770003396
7,38,8.340277236,Group 3,0,2011,-0.498554162,FALSE,Inf,Inf,-1.315323878,0,0,6.526399196
7,38,8.340277236,Group 3,0,2012,1.559981509,FALSE,Inf,Inf,-2.143753694,0,0,7.756505052
7,38,8.340277236,Group 3,0,2013,-0.727272764,FALSE,Inf,Inf,-0.401208274,0,0,7.211796198
7,38,8.340277236,Group 3,0,2014,-0.000307739,FALSE,Inf,Inf,-0.62801331,0,0,7.711956187
7,38,8.340277236,Group 3,0,2015,0.667559778,FALSE,Inf,Inf,0.246802127,0,0,9.254639141
7,38,8.340277236,Group 3,0,2016,-0.881794611,FALSE,Inf,Inf,0.47970144,0,0,7.938184065
7,38,8.340277236,Group 3,0,2017,-0.865479698,FALSE,Inf,Inf,-1.018979935,0,0,6.455817603
7,38,8.340277236,Group 3,0,2018,-0.561430409,FALSE,Inf,Inf,-0.149540672,0,0,7.629306155
7,38,8.340277236,Group 3,0,2019,-0.093774333,FALSE,Inf,Inf,-0.362109288,0,0,7.884393615
7,38,8.340277236,Group 3,0,2020,-0.031346365,FALSE,Inf,Inf,0.682234148,0,0,8.991165019
8,5,1.333502443,Group 2,2010,1990,-1.102477363,FALSE,-20,-6,0.143246728,0,0,0.374271807
8,5,1.333502443,Group 2,2010,1991,1.909164672,FALSE,-19,-6,-1.58512124,0,0,1.657545875
8,5,1.333502443,Group 2,2010,1992,1.255038322,FALSE,-18,-6,-1.169175723,0,0,1.419365043
8,5,1.333502443,Group 2,2010,1993,-0.258419266,FALSE,-17,-6,-1.509619971,0,0,-0.434536794
8,5,1.333502443,Group 2,2010,1994,1.528202087,FALSE,-16,-6,0.390692856,0,0,3.252397386
8,5,1.333502443,Group 2,2010,1995,3.096646442,FALSE,-15,-6,1.050057832,0,0,5.480206718
8,5,1.333502443,Group 2,2010,1996,0.780821262,FALSE,-14,-6,-0.678229997,0,0,1.436093708
8,5,1.333502443,Group 2,2010,1997,-2.656902233,FALSE,-13,-6,-1.183544032,0,0,-2.506943822
8,5,1.333502443,Group 2,2010,1998,0.8580224,FALSE,-12,-6,-2.15017249,0,0,0.041352353
8,5,1.333502443,Group 2,2010,1999,-0.525583952,FALSE,-11,-6,-0.149424732,0,0,0.658493759
8,5,1.333502443,Group 2,2010,2000,-0.557631925,FALSE,-10,-6,0.465316194,0,0,1.241186712
8,5,1.333502443,Group 2,2010,2001,-0.854800428,FALSE,-9,-6,-0.944898585,0,0,-0.46619657
8,5,1.333502443,Group 2,2010,2002,-0.945625082,FALSE,-8,-6,1.269352225,0,0,1.657229586
8,5,1.333502443,Group 2,2010,2003,0.614532391,FALSE,-7,-6,0.375666454,0,0,2.323701288
8,5,1.333502443,Group 2,2010,2004,-0.382217317,FALSE,-6,-6,1.158415099,0,0,2.109700225
8,5,1.333502443,Group 2,2010,2005,-0.137421914,FALSE,-5,-5,-0.466552359,0,0,0.72952817
8,5,1.333502443,Group 2,2010,2006,0.68960781,FALSE,-4,-4,-0.576838401,0,0,1.446271852
8,5,1.333502443,Group 2,2010,2007,-0.122692912,FALSE,-3,-3,0.526700159,0,0,1.73750969
8,5,1.333502443,Group 2,2010,2008,2.671842029,FALSE,-2,-2,-0.638000318,0,0,3.367344154
8,5,1.333502443,Group 2,2010,2009,1.033547998,FALSE,-1,-1,0.266373574,0,0,2.633424015
8,5,1.333502443,Group 2,2010,2010,1.098160112,TRUE,0,0,0.285293489,1,0,3.716956044
8,5,1.333502443,Group 2,2010,2011,-1.001714616,TRUE,1,1,1.025301043,1,0.15,2.50708887
8,5,1.333502443,Group 2,2010,2012,0.977690513,TRUE,2,2,1.509324306,1,0.3,5.120517263
8,5,1.333502443,Group 2,2010,2013,0.462928674,TRUE,3,3,-1.308275529,1,0.45,1.938155588
8,5,1.333502443,Group 2,2010,2014,0.642240691,TRUE,4,4,-0.884213395,1,0.6,2.691529739
8,5,1.333502443,Group 2,2010,2015,1.123906963,TRUE,5,5,-1.202851421,1,0.75,3.004557985
8,5,1.333502443,Group 2,2010,2016,-1.081491709,TRUE,6,6,-2.802512998,1,0.9,-0.650502264
8,5,1.333502443,Group 2,2010,2017,-0.680839991,TRUE,7,6,0.225904822,1,1.05,2.928567274
8,5,1.333502443,Group 2,2010,2018,0.286271643,TRUE,8,6,0.757924731,1,1.2,4.577698817
8,5,1.333502443,Group 2,2010,2019,0.004944372,TRUE,9,6,1.396804868,1,1.35,5.085251683
8,5,1.333502443,Group 2,2010,2020,-0.342888154,TRUE,10,6,2.235466144,1,1.5,5.726080434
9,16,2.371215168,Group 1,2000,1990,-2.176885644,FALSE,-10,-6,0.087326548,0,0,0.281656072
9,16,2.371215168,Group 1,2000,1991,0.417463283,FALSE,-9,-6,0.257491231,0,0,3.046169682
